zpid,price_last_sold,date_last_sold,zipcode,city,street,year_built,lot_size,home_size,bathrooms,bedrooms,longitude,latitude,walkscore
88812525,800000,5/11/16,30305,Atlanta,2795 Peachtree Rd NE UNIT 2406,2007,1956,1995,3,3,-84.385551,33.831176,74
35932868,800000,11/21/16,30305,Atlanta,407 Brentwood Dr NE,1940,11818,2672,3,5,-84.374233,33.831194,53
14521143,800000,1/17/17,30306,Atlanta,1207 E Rock Springs Rd NE,1938,12313,2804,3,5,-84.347702,33.795507,50
35897183,800000,4/22/16,30305,Atlanta,2122 Fairhaven Cir NE,1940,13503,3197,3,4,-84.386169,33.81442,51
14551127,800000,6/21/16,30319,Brookhaven,2303 Briarwood Hills Dr NE,2014,11325,3651,5,5,-84.333733,33.852184,42
14651084,800000,10/12/16,30022,Alpharetta,2000 Kings Cross Rd,1988,30971,6247,6,4,-84.243774,34.011542,3
14464547,799900,12/9/16,30030,Decatur,514 Chevelle Ln,2016,8712,3600,5,5,-84.286834,33.751844,20
14521071,799000,4/18/16,30306,Atlanta,1189 Reeder Cir NE,1937,8712,2300,4,3,-84.34838,33.793402,51
35903775,799000,10/6/16,30328,Atlanta,315 Long Grove Ct,1994,13756,4800,8,6,-84.392337,33.916763,32
14521144,798000,7/6/16,30306,Atlanta,1205 E Rock Springs Rd NE,1938,13068,2709,5,4,-84.347672,33.795456,50
35908831,798000,11/16/16,30318,Atlanta,1591 Walthall Ct NW,1959,26136,3200,5,4,-84.403762,33.803284,36
71756080,798000,7/14/16,30328,Atlanta,326 River Valley Rd,2005,29507,3846,4,4,-84.397596,33.932585,17
92193816,797500,10/14/16,30309,Atlanta,222 12th St NE UNIT 1706,2008,1821,1820,3,2,-84.380187,33.784599,86
14521370,797000,12/29/16,30306,Atlanta,1652 Noble Dr NE,1931,13068,3395,4,4,-84.347127,33.79983,41
35938481,797000,5/4/16,30324,Atlanta,1125 Ferncliff Rd NE,1954,24651,4155,3,5,-84.350652,33.844241,36
35900150,795000,12/7/16,30309,Atlanta,70 Brighton Rd NE,1930,10497,2673,5,4,-84.390765,33.808953,76
35907926,795000,12/5/16,30305,Atlanta,496 Manor Ridge Dr NW,1966,14723,2700,3,4,-84.403669,33.823237,13
14558440,795000,7/12/16,30319,Brookhaven,2481 Oostanaula Dr NE,1948,10001,3367,4,4,-84.32909,33.858387,26
35906412,795000,3/29/17,30327,Atlanta,360 Tara Trl,1982,88426,4138,4,4,-84.398689,33.893399,4
2100223001,794900,12/7/16,30308,Atlanta,402 7th St NE,2016,3750,2500,3,3,-84.374147,33.778556,80
35897300,792500,11/2/16,30305,Atlanta,2214 Virginia Pl NE,1940,10802,3000,3,4,-84.381467,33.815458,59
35908561,792500,10/14/16,30318,Atlanta,1856 Walthall Dr NW,1940,13634,3064,4,4,-84.40306,33.805739,30
14314881,791196,11/17/16,30339,Atlanta,4145 Brookview Dr SE,1968,40867,2686,5,5,-84.476303,33.852427,7
14521592,790000,7/18/16,30306,Atlanta,1800 Charline Ave NE,1941,17424,2465,3,4,-84.347154,33.803791,21
2108176136,790000,6/14/16,30326,Atlanta,3475 Roxboro Rd NE UNIT 6,2015,0,2832,4,4,-84.354804,33.850254,75
14567575,789933,12/8/16,30341,Chamblee,1746 Hickory Rd,2016,13068,3130,4,5,-84.312815,33.878466,26
35925536,789000,6/10/16,30306,Atlanta,907 Plymouth Rd NE,1930,22694,2200,3,4,-84.357418,33.79847,51
2102168617,789000,5/27/16,30308,Atlanta,785 Piedmont Ave NE,2015,0,2295,3,3,-84.381011,33.776065,90
14507644,787500,1/31/17,30306,Atlanta,1310 Stillwood Dr NE,1921,13068,2214,4,4,-84.344379,33.783842,45
35918809,787500,12/31/16,30306,Atlanta,1254 N Highland Ave NE,1921,9583,2905,4,5,-84.355871,33.788905,68
35948796,787000,5/27/16,30350,Atlanta,1605 Chevron Way,1977,0,3070,3,3,-84.318436,33.969356,7
88818875,785000,4/5/17,30305,Atlanta,2795 Peachtree Rd NE UNIT 2006,2007,0,2010,4,3,-84.385551,33.831176,74
35899783,785000,8/3/16,30309,Atlanta,24 Standish Ave NW,1935,10619,2824,4,5,-84.3945,33.798914,61
14558053,785000,8/9/16,30319,Brookhaven,1660 Wayland Cir NE,2015,8712,3479,5,5,-84.322045,33.859645,31
35931942,785000,6/23/16,30324,Atlanta,554 Allen Rd NE,1997,19384,3522,4,4,-84.369997,33.804437,68
14552164,784700,5/23/16,30345,Atlanta,2123 Continental Dr NE,1960,36681,2970,3,6,-84.301993,33.845823,8
35910728,784000,8/23/16,30318,Atlanta,2335 Howell Mill Rd NW,1987,15681,2243,3,3,-84.41658,33.81881,26
14470635,784000,5/3/16,30030,Decatur,1219 Oakview Rd,1935,8712,2900,3,5,-84.304422,33.757023,57
35894284,784000,11/16/16,30305,Atlanta,132 Rumson Rd NE,1920,18295,3360,4,4,-84.382974,33.831579,67
54453750,780000,8/26/16,30030,Decatur,107 Champlain St,2016,8712,2747,3,4,-84.297241,33.786017,38
35931069,780000,12/19/16,30306,Atlanta,843 Virginia Cir NE,1928,7797,2916,3,4,-84.359693,33.780659,78
35897142,780000,8/3/16,30305,Atlanta,2209 Willow Ave NE,1930,11020,2961,3,4,-84.386704,33.815425,67
14565677,780000,1/6/17,30341,Chamblee,2933 Ringle Rd,2016,13068,3089,6,5,-84.316626,33.873901,22
88811857,780000,6/8/16,30342,Atlanta,5332 Greenland Rd UNIT 101,2007,7000,5500,4,4,-84.373911,33.900392,29
35933520,780000,12/16/16,30342,Atlanta,435 Ivy Park Ln NE,1988,12196,5779,4,5,-84.373532,33.85291,36
14259304,780000,5/26/16,30062,Marietta,4540 Edgemere Trce,1995,0,6000,5,6,-84.423839,34.005318,0
35929795,779900,11/23/16,30324,Atlanta,1674 N Pelham Rd NE,1929,11025,2186,2,3,-84.36129,33.800059,62
35932816,775700,5/5/16,30305,Atlanta,2953 Lookout Pl NE,2001,8712,2804,6,6,-84.374472,33.835223,85
35933002,775000,11/22/16,30305,Atlanta,549 E Wesley Rd NE,1935,15542,2810,4,3,-84.368699,33.829151,51
14520935,775000,7/7/16,30306,Atlanta,1201 University Dr NE,1935,13068,2821,4,6,-84.347815,33.79007,45
14470940,775000,6/21/16,30030,Decatur,825 S Candler St,2014,13068,3211,4,5,-84.291667,33.758902,22
59936771,775000,7/29/16,30324,Atlanta,1154 Sheridan Ct NE,2001,13068,4034,4,4,-84.342449,33.822957,36
59932327,775000,5/31/16,30338,Dunwoody,1145 Bellewood Sq,2000,7405,4220,5,4,-84.341163,33.942617,49
2114403106,775000,7/8/16,30033,Decatur,1618 Hartland Dr,2002,9496,4740,6,7,-84.280665,33.829585,19
68633338,775000,8/17/16,30097,Duluth,8540 Prairie Dunes Way,2004,16117,5464,6,5,-84.132728,34.071359,2
87832009,775000,7/18/16,30253,McDonough,901 Torry Pine Ct,2009,0,7527,6,7,-84.196732,33.505212,2
65467787,772800,5/17/16,30342,Atlanta,61 W Belle Isle Rd,2002,13852,3936,5,4,-84.385236,33.890185,61
35918506,772000,12/15/16,30306,Atlanta,1104 Zimmer Dr NE,1935,7214,2506,3,3,-84.350878,33.793833,63
35915937,772000,7/11/16,30318,Atlanta,2070 Brookview Dr NW,1950,44322,3400,5,5,-84.418811,33.811855,48
2100760382,771812,10/19/16,30312,Atlanta,345 Glen Iris Dr NE,2015,0,3225,4,3,-84.367218,33.763584,84
71116127,771150,12/5/16,30080,Smyrna,4171 Onslow Pl SE,2005,12632,7107,6,5,-84.496239,33.851854,30
92193045,770000,8/10/16,30309,Atlanta,1080 Peachtree St NE UNIT 2905,2008,1864,1866,2,2,-84.383338,33.783959,93
35918432,770000,11/10/16,30306,Atlanta,1047 High Point Dr NE,1925,7666,2235,4,4,-84.352799,33.793702,61
35895772,770000,6/23/16,30306,Atlanta,901 Adair Ave NE,1920,6969,2416,2,3,-84.357874,33.779761,81
35908586,770000,3/7/17,30318,Atlanta,1921 Walthall Dr NW,1959,0,2500,3,4,-84.402325,33.806985,45
14469501,770000,7/2/16,30030,Decatur,241 Madison Ave,2012,7405,2896,4,4,-84.312049,33.75798,42
35910844,770000,10/31/16,30327,Atlanta,2476 Oldfield Rd NW,1953,13503,2928,5,4,-84.411234,33.822639,11
35920701,770000,11/22/16,30327,Atlanta,2561 Westminster Heath NW,1987,24393,4103,5,5,-84.439301,33.826328,9
35934154,768500,3/7/17,30342,Atlanta,4371 Tree Haven Dr NE,1957,26898,3650,4,4,-84.370528,33.874259,23
14521338,767000,8/22/16,30306,Atlanta,1332 Pasadena Ave NE,1948,13068,2103,3,3,-84.34342,33.799212,34
14309329,767000,4/25/16,30080,Smyrna,4210 Maner St SE,2015,7802,4006,4,4,-84.49733,33.850805,23
35930610,765500,11/29/16,30306,Atlanta,747 Amsterdam Ave NE,1930,8194,2371,2,4,-84.362649,33.787332,56
35896354,765000,8/16/16,30305,Atlanta,2535 Forrest Way NE,1930,8163,1980,2,3,-84.379418,33.824195,54
35933021,765000,5/5/16,30305,Atlanta,2864 N Hills Dr NE,1938,13751,2341,2,3,-84.372531,33.832837,52
121351066,765000,4/25/16,30342,Atlanta,330 Valley Brook Way NE,2012,3049,2858,5,5,-84.376968,33.877494,58
35908486,765000,8/1/16,30318,Atlanta,1899 Greystone Rd NW,1940,17336,2901,3,5,-84.405543,33.80713,31
14520725,765000,7/7/16,30306,Atlanta,1507 Emory Rd NE,1929,13068,3134,3,4,-84.330234,33.792614,57
35932612,765000,10/7/16,30305,Atlanta,2559 Sharondale Dr NE,1955,12545,3145,3,4,-84.372878,33.824172,45
35909073,765000,3/1/17,30309,Atlanta,464 Trabert Ave NW,2016,8250,3300,4,5,-84.402975,33.794463,52
14561165,765000,2/17/17,30345,ATLANTA,3079 Belingham Dr NE,2016,24999,4200,5,5,-84.262742,33.861888,3
65470161,765000,11/1/16,30318,Atlanta,765 Springlake Ln NW,2002,3554,4552,5,4,-84.413564,33.811076,64
35896246,760000,9/6/16,30305,Atlanta,2580 Acorn Ave NE,1938,7492,2830,4,4,-84.378765,33.825686,47
14470605,760000,5/3/16,30030,Decatur,1421 Oakview Rd,2007,8712,3021,4,5,-84.307452,33.755664,49
119315677,760000,6/3/16,30342,Atlanta,305 Valley Brook Way NE,2011,2614,3170,5,5,-84.376853,33.876998,58
54454724,760000,4/20/16,30306,Atlanta,1249 Edmund Park Dr NE,2000,4356,3442,5,4,-84.342869,33.795103,30
14550190,760000,7/18/16,30324,Atlanta,1231 Woods Cir NE,1982,17424,4494,4,5,-84.347628,33.841879,11
2096942190,759900,4/29/16,30308,Atlanta,867 Peachtree St NE UNIT 202,2016,0,2340,3,3,-84.384013,33.778333,93
14470604,759000,8/31/16,30030,Decatur,1423 Oakview Rd,2013,8712,2652,3,4,-84.307271,33.755719,49
61923499,757500,9/8/16,30324,Atlanta,1789 Buckhead Valley Ln NE,2004,4356,5571,4,5,-84.344186,33.834584,51
35925644,757000,7/13/16,30306,Atlanta,915 E Rock Springs Rd NE,1938,9805,2213,3,4,-84.357171,33.796891,56
65468077,756900,6/23/16,30305,Atlanta,2881 Peachtree Rd NE APT 1903,2001,2418,2416,2,2,-84.38311,33.833169,81
35897067,755000,9/13/16,30305,Atlanta,109 Peachtree Hills Ave NE,1930,6708,2930,3,4,-84.384454,33.817841,65
70832982,755000,10/31/16,30030,Decatur,105 Candler Pointe Way,2004,13068,2960,4,4,-84.288847,33.75369,27
14551664,755000,2/23/17,30319,Brookhaven,2141 Drew Valley Rd NE,2016,13068,3225,4,5,-84.322374,33.852299,38
14586391,755000,3/30/17,30338,Dunwoody,5393 Redfield Cir,1977,17424,3585,4,4,-84.346541,33.958331,26
14558961,755000,6/24/16,30319,Brookhaven,2601 Caldwell Rd NE,2005,8712,4146,4,5,-84.333579,33.862409,63
35908557,754500,10/13/16,30318,Atlanta,1830 Walthall Dr NW,1940,11130,1472,3,3,-84.40332,33.805009,30
2097381049,750000,8/31/16,30309,Atlanta,1065 Peachtree St NE UNIT 3701,2010,0,1215,1,1,-84.383456,33.783683,94
55017996,750000,5/24/16,30326,Atlanta,750 Park Ave NE APT 16S,1999,2261,2262,2,2,-84.361897,33.855223,81
35930931,750000,5/21/16,30306,Atlanta,709 Cooledge Ave NE,1925,7405,2273,2,3,-84.364159,33.782374,76
35897349,750000,7/19/16,30309,Atlanta,229 Camden Rd NE,1950,16988,2289,2,5,-84.38566,33.809255,50
35930707,750000,11/17/16,30306,Atlanta,631 Park Dr NE,1920,7840,2400,2,2,-84.366077,33.785214,72
35898556,750000,4/15/16,30309,Atlanta,199 14th St NE APT 3003,1992,2405,2406,3,3,-84.38081,33.786125,87
14521295,750000,11/7/16,30306,Atlanta,1762 Johnson Rd NE,1942,13068,2518,3,4,-84.342578,33.801899,47
14584805,750000,3/15/17,30338,Dunwoody,5108 Sheridan Ln,1996,17424,3150,4,5,-84.302816,33.948413,16
112432431,750000,5/31/16,30339,Atlanta,200 Riversedge Dr UNIT 245,2010,3171,3170,4,3,-84.4432,33.8957,13
35931165,750000,6/23/16,30306,Atlanta,575 Orme Cir NE,1930,8158,3306,3,4,-84.368119,33.78683,71
14583488,750000,11/1/16,30338,Dunwoody,4790 Layfield Dr,1980,17424,3314,5,5,-84.347431,33.937605,47
14521536,750000,4/14/16,30306,Atlanta,1812 Meadowdale Ave NE,1939,13068,3396,4,4,-84.34678,33.802442,27
14567570,750000,1/17/17,30341,ATLANTA,3104 Skyland Dr NE,2016,37897,3432,4,5,-84.315171,33.87771,26
37773348,750000,2/1/17,30306,Atlanta,1502 Markan Dr NE,1999,8712,3462,5,4,-84.343671,33.794887,30
98011307,750000,4/22/16,30342,Atlanta,290 Hedden Rd,2008,43560,3496,5,6,-84.377746,33.880992,66
35916762,750000,2/28/17,30327,Atlanta,2405 Hyde Manor Dr NW,1986,20342,3546,2,4,-84.43568,33.820895,18
35910015,750000,6/30/16,30318,Atlanta,2113 Howell Mill Rd NW,1933,21701,5014,5,5,-84.41399,33.812961,58
14551687,748900,3/31/17,30319,Brookhaven,2364 Drew Valley Rd NE,1954,8712,1148,1,3,-84.328924,33.854414,25
14586652,748000,4/29/16,30338,Dunwoody,5338 Redfield Rd,1977,17424,4253,5,6,-84.345125,33.956805,31
35942202,747500,6/8/16,30342,Atlanta,120 Laurel Forest Cir NE,1960,20908,2968,4,4,-84.384425,33.863051,46
82614050,745000,3/30/17,30308,Atlanta,660 Glen Iris Dr NE APT 406,2000,2222,2220,2,2,-84.368986,33.772211,88
35901740,745000,9/15/16,30305,Atlanta,2660 Peachtree Rd NW APT 14C,1987,2405,2403,2,2,-84.388246,33.827471,62
14558415,745000,12/9/16,30319,Brookhaven,1396 Tugaloo Dr NE,2013,12500,3100,3,4,-84.331659,33.856058,59
14309577,745000,1/18/17,30080,Smyrna,3475 Paces Ferry Cir SE,2002,6926,4175,4,4,-84.493876,33.864199,35
35910364,743000,1/18/17,30318,Atlanta,765 Wilson Rd NW,1935,13939,2625,4,4,-84.413145,33.816165,40
35910835,742400,6/20/16,30327,Atlanta,709 Woodward Way NW,1950,22102,3586,3,4,-84.410881,33.820915,11
35930693,742000,4/13/16,30306,Atlanta,802 Highland Ter NE,1935,7074,2110,2,3,-84.360872,33.786959,53
112434273,740000,9/30/16,30309,Atlanta,1820 Peachtree St NW UNIT 1702,2010,1886,1888,3,3,-84.394485,33.805236,75
70834448,740000,3/3/17,30324,Atlanta,1449 Woodland Hills Dr NE,2007,13068,2936,4,4,-84.341035,33.814499,59
14520834,740000,6/30/16,30306,Atlanta,1281 Briardale Ln NE,1997,20908,3052,4,5,-84.338371,33.788414,21
35895368,739000,3/28/17,30306,Atlanta,1082 Bellevue Dr NE,1930,8372,2022,2,3,-84.351763,33.786783,60
35895482,738000,2/17/17,30306,Atlanta,1035 Rosewood Dr NE,1930,7492,2182,2,4,-84.353275,33.785142,79
35812437,738000,5/28/16,30080,Smyrna,2306 Garden Park Dr SE,2001,16988,5500,6,5,-84.501906,33.851966,17
82624371,737500,12/7/16,30309,Atlanta,905 Juniper St NE UNIT 510,2006,0,1926,3,3,-84.382495,33.779418,94
14520995,737000,4/29/16,30306,Atlanta,1212 N Decatur Rd NE,1994,13068,5050,5,5,-84.340026,33.791854,15
14464734,736000,7/21/16,30030,Decatur,135 W Pharr Rd,2007,17424,2424,4,5,-84.297713,33.754673,38
35895064,735000,10/10/16,30306,Atlanta,948 Highland Ter NE,1920,8499,1902,2,3,-84.356256,33.786245,71
35918982,735000,8/12/16,30306,Atlanta,1040 Amsterdam Ave NE,1928,9583,2000,2,4,-84.353112,33.787873,60
14471639,735000,11/28/16,30030,Decatur,117 Kirk Crossing Dr,1989,8712,2646,3,4,-84.287415,33.762959,12
35908103,735000,4/19/16,30305,Atlanta,2415 Montview Dr NW,1950,17424,2698,3,4,-84.40112,33.821072,19
14471636,735000,12/30/16,30030,Decatur,105 Kirk Crossing Dr,1997,8712,3907,4,4,-84.287433,33.762353,19
35906464,735000,6/7/16,30327,Atlanta,4765 Lafayette Ave,1965,17323,4368,4,5,-84.398313,33.885248,15
61923501,735000,4/21/16,30324,Atlanta,1773 Buckhead Valley Ln NE,2004,7840,5270,4,5,-84.344125,33.834254,51
35901690,731626,6/14/16,30305,Atlanta,2660 Peachtree Rd NW APT 21A,1987,2405,2403,2,2,-84.388246,33.827471,62
2101090915,731600,10/5/16,30305,Atlanta,18 Peachtree Ave NE,2015,0,2375,2,2,-84.382034,33.834851,91
35907523,730000,5/21/16,30305,Atlanta,3143 Verdun Dr NW,1953,18583,2333,3,3,-84.405334,33.840298,13
97973251,730000,9/1/16,30030,Decatur,6 Clarke Hill St,2014,4356,3390,4,5,-84.288919,33.757889,19
108598095,729200,5/12/16,30308,Atlanta,45 Ivan Allen Jr Blvd NW UNIT 2604,2010,2169,2171,2,2,-84.389124,33.764715,93
92192615,729000,1/20/17,30309,Atlanta,1080 Peachtree St NE UNIT 1803,2008,1507,1505,3,2,-84.383338,33.783959,93
2098769865,727000,1/17/17,30309,Atlanta,281 15th St NE UNIT 201,2015,0,1840,2,2,-84.377937,33.788127,76
92194131,725000,10/26/16,30309,Atlanta,1080 Peachtree St NE UNIT 2110,2008,1398,1397,2,2,-84.383338,33.783959,93
35910414,725000,10/7/16,30318,Atlanta,2158 Mckinley Rd NW,1948,13799,1900,3,3,-84.409609,33.814592,47
35908390,725000,4/19/16,30309,Atlanta,2065 Golfview Dr NW,1940,13547,2148,2,3,-84.398409,33.811505,57
14469523,725000,8/26/16,30030,Decatur,103 2nd Ave,1910,8712,2180,3,4,-84.310871,33.75985,56
119087517,725000,6/23/16,30030,Decatur,110 Lenore Pl,2016,5662,2963,3,4,-84.296475,33.755529,35
14542770,725000,2/21/17,30324,Atlanta,1182 Kingsley Cir NE,2015,13068,3115,3,4,-84.341252,33.822361,45
14565754,725000,2/3/17,30319,Brookhaven,2855 Parkridge Dr NE,2005,13068,3402,3,4,-84.318921,33.871077,27
35910345,722357,9/29/16,30318,Atlanta,788 Wilson Rd NW,1950,17816,2700,3,4,-84.41346,33.815389,39
35880817,721250,3/27/17,30308,Atlanta,689 Myrtle St NE,1910,6098,2776,2,2,-84.379824,33.773412,86
35914592,720000,7/15/16,30327,Atlanta,3090 Roberta Dr NW,1964,18295,2551,3,4,-84.422703,33.839401,28
35932463,720000,8/26/16,30305,Atlanta,453 E Wesley Rd NE,1942,13982,2556,3,4,-84.372728,33.828275,29
35896902,720000,11/29/16,30305,Atlanta,133 Ridgeland Way NE,1924,9583,3034,4,4,-84.384084,33.820076,72
35917320,720000,2/20/17,30327,Atlanta,2451 Hanover West Ter NW,1962,33105,3167,3,4,-84.434171,33.822447,14
35947465,720000,8/8/16,30350,Atlanta,7875 Nesbit Downs Dr,1997,28880,5900,6,6,-84.273576,33.966899,13
14520750,719500,11/30/16,30306,Atlanta,1420 Emory Rd NE,1923,14640,2851,3,3,-84.331764,33.795734,35
14521102,718000,6/18/16,30306,Atlanta,1245 Cumberland Rd NE,1942,8712,2092,2,3,-84.346259,33.794133,45
70829303,718000,6/6/16,30319,Brookhaven,1629 Redding Way NE,2004,10576,3542,3,4,-84.322497,33.864326,31
92191494,715000,5/3/16,30309,Atlanta,1080 Peachtree St NE UNIT 2210,2008,1398,1397,2,2,-84.383338,33.783959,93
35897622,715000,11/1/16,30309,Atlanta,60 Montgomery Ferry Dr NE,1947,6838,1520,2,3,-84.377889,33.797121,64
92193339,715000,8/31/16,30309,Atlanta,222 12th St NE UNIT 1607,2008,1725,1727,2,2,-84.380187,33.784599,86
35895758,715000,9/6/16,30306,Atlanta,930 Adair Ave NE,1920,7248,1872,2,3,-84.356983,33.7804,81
35930812,715000,12/14/16,30306,Atlanta,767 Brookridge Dr NE,1925,9234,1910,2,3,-84.362137,33.785038,70
35895741,715000,6/30/16,30306,Atlanta,889 Virginia Cir NE,1930,7405,2063,3,3,-84.358188,33.78073,81
108600295,715000,11/22/16,30308,Atlanta,45 Ivan Allen Jr Blvd NW UNIT 2504,2010,2169,2171,3,2,-84.389124,33.764715,93
14520920,715000,11/18/16,30306,Atlanta,1273 University Dr NE,1940,8712,2200,2,3,-84.344192,33.790231,29
35914619,715000,5/28/16,30327,Atlanta,3180 Weston Pl NW,1998,6499,2247,3,3,-84.423174,33.840415,28
35850492,715000,9/20/16,30306,Atlanta,890 Drewry St NE,1920,8250,2403,2,3,-84.358195,33.778442,81
54455240,715000,10/21/16,30319,Brookhaven,1214 Pelly Cir NE,1999,4356,3699,5,5,-84.340134,33.867468,63
35917204,715000,6/21/16,30327,Atlanta,1314 Bohler Ct NW,1960,43560,4246,3,5,-84.430583,33.827777,12
65467749,715000,8/4/16,30342,Atlanta,30 Chastain Cv,2002,16988,5300,5,5,-84.381484,33.901568,53
2097664865,714900,9/9/16,30329,Atlanta,1300 Winfair Ln NE,2016,0,2922,4,4,-84.3319,33.8196,47
35905611,714000,1/31/17,30328,Atlanta,465 Tanacrest Dr,1965,19994,3900,4,4,-84.402713,33.931099,15
14316548,712000,6/11/16,30339,Atlanta,4102 Brookview Dr SE,1980,11456,3081,3,4,-84.473384,33.85255,4
35917145,711500,11/30/16,30327,Atlanta,2290 Bohler Rd NW,1969,27774,2900,3,4,-84.431048,33.817645,27
35897625,710000,1/19/17,30309,Atlanta,266 Beverly Rd NE,1948,12249,2179,3,4,-84.378454,33.797041,64
35850853,710000,5/27/16,30306,Atlanta,1160 Saint Louis Pl NE,1988,4752,2800,4,4,-84.349455,33.776505,83
88783245,710000,4/18/16,30318,Atlanta,1224 State St NW,2008,1917,3400,3,4,-84.399018,33.788121,82
35879977,708000,2/3/17,30308,Atlanta,557 Seal Pl NE,1920,6751,1979,3,4,-84.368603,33.777854,89
14465246,708000,10/3/16,30030,Decatur,503 W Pharr Rd,2002,8712,2617,4,4,-84.30272,33.755062,55
35895655,707500,8/19/16,30306,Atlanta,1066 N Virginia Ave NE,1930,7405,1750,2,3,-84.349785,33.783704,73
35908668,707500,11/28/16,30309,Atlanta,380 Garden Ln NW,1943,10890,3000,4,4,-84.400339,33.797828,41
35918694,705000,6/30/16,30306,Atlanta,1121 University Dr NE,1925,5619,1981,3,2,-84.350546,33.791997,62
35911028,705000,3/13/17,30327,Atlanta,2872 Castlewood Dr NW,1950,21069,2388,3,3,-84.410674,33.834486,12
14550528,705000,10/17/16,30319,Brookhaven,2347 Loraine St NE,2003,8712,3599,5,4,-84.343757,33.853683,58
14653109,705000,1/31/17,30022,Alpharetta,10300 Papillon Trce,1988,49658,4446,6,4,-84.22976,34.028298,3
35913810,705000,3/29/17,30327,Atlanta,4210 Conway Valley Rd NW,1960,45737,6708,6,7,-84.420851,33.868497,0
54453218,702800,8/22/16,30030,Decatur,122 Lamont Dr,1938,13068,2604,3,3,-84.30058,33.781686,69
35934718,701500,7/20/16,30342,Atlanta,560 Highbrook Dr,1956,35196,3344,4,4,-84.368915,33.889109,15
14521530,700000,9/26/16,30306,Atlanta,1772 Meadowdale Ave NE,1939,8712,1672,2,3,-84.345699,33.802677,33
82627106,700000,7/8/16,30309,Atlanta,905 Juniper St NE UNIT 512,2006,1904,1904,3,3,-84.382495,33.779418,94
35914339,700000,10/7/16,30327,Atlanta,1339 Paces Forest Dr NW,1959,25264,2360,4,5,-84.424531,33.846648,36
14567648,700000,4/4/17,30319,Brookhaven,3215 Caldwell Rd NE,2016,13068,3000,4,5,-84.318964,33.878152,31
55012613,700000,7/14/16,30076,Roswell,4025 Bellingrath Blvd,1999,25700,3715,6,5,-84.352617,34.045718,7
54455593,700000,8/15/16,30338,Dunwoody,4952 Wyntergate Dr,2001,13068,3884,3,5,-84.3127,33.943752,15
35929772,700000,9/2/16,30324,Atlanta,596 E Morningside Dr NE,1940,17424,4000,3,4,-84.367591,33.7996,81
69366217,700000,8/28/16,30328,Atlanta,6340 Cotswold Ln,2004,6969,5577,5,6,-84.363423,33.927438,3
2097683713,699900,3/31/17,30329,Atlanta,1317 Winfair Ln NE,2016,0,3171,5,5,-84.3319,33.8196,47
59937073,699500,8/12/16,30319,Brookhaven,1430 Canoochee Dr NE,2000,4356,4396,5,5,-84.330678,33.859625,51
108594246,699000,2/13/17,30309,Atlanta,2233 Peachtree Rd NE UNIT 1404,2008,0,1849,3,2,-84.391299,33.815361,78
35905978,699000,7/7/16,30327,Atlanta,5585 Whitner Dr,1967,25252,3904,3,6,-84.404561,33.907799,2
80432271,699000,3/1/17,30126,Mableton,5124 Crescent Cove Ln,2006,16552,5260,6,5,-84.531916,33.827632,10
65468075,698400,7/13/16,30305,Atlanta,2881 Peachtree Rd NE APT 1805,2001,2361,2362,2,4,-84.38311,33.833169,81
35929779,697000,6/17/16,30324,Atlanta,1748 N Pelham Rd NE,1930,6534,1849,2,3,-84.363251,33.801904,66
2099302674,696940,6/26/16,30328,Sandy Springs,119 Austin Dr,2015,0,3534,4,5,-84.365774,33.920243,32
35930073,695000,3/9/17,30306,Atlanta,627 Cumberland Rd NE,1927,9016,1646,2,3,-84.366549,33.795923,73
35906886,695000,6/10/16,30327,Atlanta,569 Conway Forest Dr NW,1963,17598,2206,3,5,-84.40616,33.876536,14
14521060,695000,12/5/16,30306,Atlanta,1243 Reeder Cir NE,1947,8712,2563,3,4,-84.346447,33.793201,45
35918617,695000,12/29/16,30306,Atlanta,1304 Northview Ave NE,1922,7971,3002,3,4,-84.356583,33.790213,62
55017971,694000,8/10/16,30326,Atlanta,750 Park Ave NE APT 9S,1999,2261,2262,2,2,-84.361897,33.855223,81
92193455,693000,7/12/16,30309,Atlanta,1080 Peachtree St NE UNIT 2303,2008,1507,1505,2,2,-84.383338,33.783959,93
35906027,693000,6/16/16,30327,Atlanta,5485 E Idlewood Ln,1978,33541,3589,4,4,-84.403753,33.904968,1
35914948,692000,12/26/16,30327,Atlanta,1040 Peachtree Battle Ave NW,1930,45999,4236,5,5,-84.422344,33.824993,9
92193906,690000,6/22/16,30309,Atlanta,1080 Peachtree St NE UNIT 1610,2008,1398,1397,2,2,-84.383338,33.783959,93
92193346,690000,3/15/17,30309,Atlanta,222 12th St NE UNIT 1603,2008,0,1732,3,2,-84.380187,33.784599,86
112431455,690000,8/31/16,30309,Atlanta,1820 Peachtree St NW UNIT 1412,2010,1891,1889,3,3,-84.394485,33.805236,75
35911045,690000,5/21/16,30327,Atlanta,2942 Rhodenhaven Dr NW,1953,28314,2584,3,3,-84.411904,33.835625,5
14558029,690000,1/25/17,30319,Brookhaven,1638 Richwood Dr NE,2016,13068,4000,5,5,-84.321802,33.861361,34
35895352,689000,9/16/16,30306,Atlanta,1012 Bellevue Dr NE,1930,8002,1695,2,3,-84.354092,33.786796,66
35908198,689000,5/18/16,30318,Atlanta,529 Collier Rd NW,1932,15002,2502,3,4,-84.404785,33.811298,43
