zpid,price_last_sold,date_last_sold,zipcode,city,street,year_built,lot_size,home_size,bathrooms,bedrooms,longitude,latitude,walkscore
14541498,275000,8/26/16,30345,Atlanta,1480 Sagamore Dr NE,1955,17424,1372,2,3,-84.299326,33.823958,29
14568511,275000,9/30/16,30341,Chamblee,3560 Embry Cir,1962,26136,1421,3,4,-84.251702,33.880058,35
70832837,275000,9/9/16,30307,Atlanta,1661 La France St NE UNIT 416,2004,0,1476,2,2,-84.3327,33.760323,70
112431413,275000,5/1/16,30339,Atlanta,200 River Vista Dr UNIT 434,2010,1498,1500,2,2,-84.439895,33.901119,22
14569339,275000,10/12/16,30340,Doraville,3855 Gladney Dr,1960,21780,1501,2,3,-84.234385,33.877886,17
14469917,275000,6/21/16,30317,Atlanta,232 Sisson Ave NE,1960,4356,1525,2,3,-84.315047,33.759348,48
71755690,275000,9/9/16,30312,Atlanta,655 Mead St SE UNIT 22,2005,771,1544,2,2,-84.366186,33.727576,39
35942632,275000,4/26/16,30342,Atlanta,68 Ivy Pkwy NE,1972,1634,1632,2,2,-84.378431,33.857606,61
69367444,275000,4/29/16,30004,Alpharetta,2967 Oakside Cir,2003,1699,1700,2,3,-84.270892,34.109397,28
98018346,275000,6/18/16,30071,Norcross,665 Holcomb Bridge Rd,2012,1742,1716,2,3,-84.223099,33.944836,35
14583193,275000,10/4/16,30338,Dunwoody,5282 Chamblee Dunwoody Rd,1954,26136,1724,2,3,-84.331289,33.942317,50
69366892,275000,7/18/16,30004,Alpharetta,3015 Oakside Cir,2003,1734,1735,2,3,-84.269277,34.109989,40
14539886,275000,8/5/16,30033,Decatur,3157 Caintal Ct,1981,13068,1738,3,4,-84.260033,33.821858,32
35917058,275000,6/10/16,30318,Atlanta,801 Defoors Mill Cir NW,1980,1768,1784,2,2,-84.42854,33.813699,34
14457232,275000,6/14/16,30317,Atlanta,267 S Howard St SE,1956,13068,1787,2,4,-84.323358,33.745404,61
65460454,275000,9/30/16,30316,Atlanta,951 Glenwood Ave SE APT 502,2001,1790,1792,3,3,-84.356753,33.738436,57
14559606,275000,5/28/16,30319,Brookhaven,2659 S Bamby Ln NE,1955,3049200,1800,2,3,-84.317283,33.864601,45
87688016,275000,3/21/17,30080,Smyrna,4791 Seldon Way SE,2008,0,1848,4,3,-84.490839,33.835746,41
69352246,275000,7/13/16,30318,Atlanta,1901 Ford St NW,2006,6629,1904,2,3,-84.450396,33.806937,8
14319063,275000,11/9/16,30339,Atlanta,3194 Paces Mill Rd SE,1986,0,1929,2,2,-84.459785,33.868846,64
14784947,275000,12/9/16,30071,Norcross,593 Cochran Dr,1963,23522,1942,2,2,-84.21107,33.951239,28
54453422,275000,5/27/16,30030,Decatur,1105 Clairemont Ave APT N,1972,1275,1958,2,3,-84.305943,33.787205,67
90171994,275000,2/23/17,30518,Buford,11 Buford Village Walk,2008,0,2000,3,3,-83.995186,34.112206,38
14220593,275000,6/22/16,30062,Marietta,4537 Hunting Hound Ln,1971,11761,2026,2,4,-84.417507,34.004195,2
14571808,275000,6/28/16,30340,Doraville,3422 Havalyn Ln,1959,17424,2115,2,5,-84.276774,33.89086,51
69328471,275000,5/4/16,30080,Smyrna,1227 Concord Rd SE,2005,1307,2150,3,4,-84.518117,33.878269,59
80164755,275000,8/30/16,30024,Suwanee,4218 Baverton Dr,2006,1742,2220,3,3,-84.073442,34.067292,31
2098811299,275000,6/7/16,30339,Atlanta,4915 Payson Way SE,2003,0,2232,4,3,-84.480259,33.834995,37
14315795,275000,8/22/16,30067,Marietta,2854 Meadow Grove Way SE,1972,10454,2300,3,4,-84.470164,33.932658,2
14794595,275000,4/29/16,30092,Norcross,4158 Orchard Knl,1979,13504,2506,2,4,-84.259824,33.970317,43
2108986526,275000,3/30/17,30126,Mableton,6429 Bennington Bluff Ct,2007,0,2515,3,3,-84.529815,33.795791,17
69329557,275000,3/15/17,30126,Mableton,512 Vinings Oaks Run,2004,8712,2556,3,4,-84.541329,33.800405,4
14337874,275000,3/17/17,30064,Marietta,1663 Westport Pt SW,1992,17302,2599,3,4,-84.619526,33.91326,1
14387141,275000,7/8/16,30152,Kennesaw,1150 Valor Ridge Way NW,1994,0,2844,4,5,-84.602972,33.980948,1
14577730,275000,7/28/16,30341,Atlanta,4130 D Youville Trce,1974,1160,2900,2,3,-84.312439,33.911748,11
14295297,275000,6/1/16,30126,Mableton,237 Saint Martins Dr SE,1991,14919,2926,3,4,-84.548007,33.82492,7
80171043,275000,12/2/16,30092,Norcross,3296 Cameron Trl,2006,0,3026,4,3,-84.237271,33.954333,40
69332147,275000,6/30/16,30126,Mableton,834 Bishops Run Ln,2004,10018,3071,3,4,-84.533461,33.792088,8
69327306,275000,8/9/16,30126,MABLETON,582 Vintage Pointe Run,2004,7405,3200,4,5,-84.54006,33.80189,3
82616362,274900,12/9/16,30309,Atlanta,44 Peachtree Pl NW UNIT 621,2006,0,895,2,1,-84.388998,33.780537,90
14794228,274900,12/9/16,30360,Doraville,6676 Ridge Moore Dr,1968,22651,1568,2,3,-84.260951,33.954276,8
14309145,274900,7/22/16,30082,Smyrna,1996 Kenwood Rd SE,2003,8058,2524,3,4,-84.496313,33.830633,35
60158048,274900,2/24/17,30126,Mableton,867 Tree Fern Way SE,2002,16552,3130,3,4,-84.526259,33.813406,18
2099922997,274721,1/26/17,30253,McDonough,141 Annaberg Pl,2016,0,3012,3,5,-84.208892,33.473049,23
35813918,274500,12/8/16,30126,Mableton,1304 Heritage Mist Ct SW,1999,20224,3117,3,4,-84.590276,33.837495,0
14545067,274000,12/27/16,30033,Decatur,1777 Hudson Woods Trl,1963,13068,1075,2,3,-84.263022,33.834827,14
35921299,274000,9/20/16,30318,Atlanta,2176 Adams Dr NW,1947,15002,1276,1,2,-84.455159,33.814959,30
82614138,274000,1/23/17,30309,Atlanta,220 Semel Cir NW UNIT 130,2006,436,1281,3,2,-84.400886,33.802329,41
79986063,274000,2/10/17,30346,Dunwoody,11 Perimeter Ctr E APT 2105,2006,0,1312,2,2,-84.333976,33.925258,59
2098715050,274000,6/15/16,30319,Brookhaven,1830 S Garden Ct NE,1986,0,1652,2,2,-84.313995,33.864074,62
14305620,274000,12/22/16,30080,Smyrna,3741 Hickory Cir SE,1965,12893,1891,3,4,-84.509974,33.862562,7
35942618,274000,12/18/16,30342,Atlanta,2 Ivy Rdg NE,1972,1982,1982,4,3,-84.378431,33.857606,61
60152830,274000,6/10/16,30068,Marietta,4970 Olde Towne Way,2001,7840,2004,3,2,-84.410168,33.969844,50
14304095,274000,11/15/16,30082,Smyrna,2148 Berryhill Cir SE,1996,0,2170,3,3,-84.516514,33.845677,15
80155254,274000,1/26/17,30024,Suwanee,3659 Chicago St,2005,2613,2224,4,3,-84.065313,34.053848,43
14422407,274000,9/7/16,30350,Dunwoody,4101 Dunwoody Club Dr APT 30,1974,1400,2328,3,3,-84.309204,33.96326,38
82615939,273900,4/27/16,30309,Atlanta,220 Semel Cir NW UNIT 132,2006,436,1281,2,2,-84.400894,33.802288,41
70839032,273500,12/28/16,30338,Dunwoody,2300 Peachford Rd APT 1305,2005,0,1404,2,2,-84.298271,33.928514,18
71123793,273500,6/24/16,30082,Smyrna,1614 Wehunt Pl SE # 16,2005,871,1872,3,3,-84.50974,33.841003,42
69332031,273500,7/20/16,30339,Atlanta,2544 Bridlewood Ln SE,2003,871,2208,4,3,-84.479295,33.834061,36
108605992,273000,5/13/16,30309,Atlanta,1903 Anjaco Rd NW UNIT 4,2009,1102,1100,2,2,-84.397206,33.806591,71
122726142,273000,8/11/16,30309,Atlanta,215 Semel Dr NW UNIT 452,2013,34848,1140,2,2,-84.400521,33.802743,41
2123389069,273000,3/31/17,30313,Atlanta,342 Marietta St NW APT 9,1900,0,1700,1,1,-84.39696,33.76233,36
14577747,273000,3/20/17,30341,Atlanta,4242 D Youville Trce,1974,1014,1778,3,4,-84.31312,33.911684,11
60156578,273000,7/7/16,30080,Smyrna,4394 Paces Point Cir SE,1999,871,2240,3,2,-84.499923,33.846974,32
14226038,273000,8/31/16,30068,Marietta,904 Saddle Hl,1988,0,2443,3,3,-84.406423,33.951082,36
97976335,273000,3/24/17,30126,Mableton,5843 Cobblestone Creek Cir,2008,5227,2516,3,4,-84.537921,33.810956,17
79990774,272900,1/20/17,30307,Atlanta,1253 Caroline St NE APT 225,2007,0,1288,3,2,-84.347347,33.758254,83
14540251,272500,10/13/16,30033,Decatur,1513 Frazier Rd,1946,17424,1360,2,3,-84.264427,33.825387,33
14542613,272500,5/27/16,30324,Atlanta,1488 Brook Valley Ln NE,1955,21780,1544,2,3,-84.346336,33.824205,48
82632578,272500,11/9/16,30022,Alpharetta,2590 Wander Trl,2006,0,1840,3,2,-84.280627,34.045385,5
61951422,272500,6/16/16,30339,Atlanta,4902 Payson Way SE # 4,2003,871,2208,4,4,-84.480371,33.835323,37
14309749,272500,10/28/16,30080,Smyrna,2290 Goodwood Blvd SE,1987,0,2288,2,4,-84.494174,33.879841,16
14571065,272440,11/15/16,30340,Doraville,3430 Heartwood Ln,1959,21780,2955,3,4,-84.248368,33.891219,39
2115935699,272135,8/31/16,30144,Kennesaw,2015 Barrett Lakes Blvd NW STE 106,2004,0,2937,3,2,-84.574508,34.002632,33
14469892,272000,7/29/16,30317,Atlanta,151 Murray Hill Ave NE,1947,4356,929,1,2,-84.31561,33.756622,46
65461454,272000,9/15/16,30312,Atlanta,542 Ralph Mcgill Blvd NE APT 5,1955,832,945,2,1,-84.369591,33.764209,82
121870999,272000,5/18/16,30041,Cumming,2706 Grapevine Cir # 2003,2007,0,1876,3,3,-84.121276,34.172637,16
14581227,272000,9/12/16,30338,Dunwoody,4583 Village Oaks Ct,1978,950,1923,3,3,-84.309119,33.930893,36
80143157,272000,12/30/16,30092,Norcross,3478 Kiveton Dr,2005,3484,2808,4,4,-84.237094,33.95641,51
69332783,272000,1/12/17,30126,Mableton,1147 Silvergate Ln,2005,15245,3424,3,5,-84.592662,33.846308,13
82610800,271750,2/16/17,30309,Atlanta,221 Semel Cir NW UNIT 253,2006,436,1251,3,2,-84.400405,33.802202,41
14469951,271500,7/7/16,30317,Atlanta,127 Sisson Ave NE,1950,4356,1048,2,3,-84.314479,33.755789,46
14795172,271500,6/24/16,30092,Norcross,4081 Gunnin Rd,1977,43560,2726,2,3,-84.243945,33.975219,3
2142296763,271000,9/2/16,30307,Atlanta,130 Arizona Ave NE # 310,2007,0,1043,2,2,-84.332321,33.758163,45
71754002,271000,7/15/16,30363,Atlanta,361 17th St NW UNIT 2222,2005,1045,1045,2,2,-84.39804,33.791623,85
65469886,271000,6/7/16,30309,Atlanta,50 Biscayne Dr NW UNIT 2105,2001,1246,1246,2,2,-84.393319,33.815048,78
69330240,271000,7/22/16,30126,Mableton,5143 Silhouette Ln SW,2003,20037,2460,2,4,-84.578897,33.830093,25
14464908,270888,1/25/17,30317,Atlanta,69 Oakridge Ave SE,1940,8712,2619,2,3,-84.294317,33.750204,40
14531250,270100,5/2/16,30033,Decatur,2343 Hunting Valley Dr,1956,30492,1512,2,3,-84.293711,33.80543,5
82612435,270000,2/9/17,30309,Atlanta,44 Peachtree Pl NW UNIT 634,2006,0,895,2,1,-84.388998,33.780537,90
35898503,270000,3/14/17,30309,Atlanta,199 14th St NE APT 2410,1992,0,919,2,2,-84.38081,33.786125,87
70830052,270000,5/9/16,30030,Decatur,335 W Ponce De Leon Ave UNIT 403,2005,14592600,1002,1,2,-84.301201,33.776036,91
14532327,270000,1/9/17,30324,Atlanta,1074 Palafox Dr NE,1954,8712,1026,1,3,-84.347891,33.810048,45
14551498,270000,2/21/17,30319,Brookhaven,2382 Ewing Dr NE,1955,8712,1066,2,3,-84.32612,33.854981,31
79988601,270000,10/28/16,30307,Atlanta,1261 Caroline St NE APT 106,2006,0,1120,2,2,-84.346285,33.7579,76
69377967,270000,12/16/16,30309,Atlanta,2277 Peachtree Rd NE UNIT 607,2003,0,1157,2,2,-84.390602,33.815463,78
35924051,270000,6/17/16,30318,Atlanta,1953 Whittier Ave NW,1900,6142,1185,2,2,-84.482679,33.809234,33
82617431,270000,10/31/16,30309,Atlanta,216 Semel Cir NW UNIT 347,2006,436,1281,3,2,-84.400493,33.802522,41
82620108,270000,1/17/17,30326,Atlanta,3445 Stratford Rd NE APT 2303,2006,0,1303,1,1,-84.367676,33.850838,76
97956512,270000,8/31/16,30188,Woodstock,360 Chambers St UNIT 108,2007,0,1339,2,2,-84.51906,34.099802,63
97961630,270000,10/3/16,30188,Woodstock,360 Chambers St UNIT 256,2007,0,1339,2,2,-84.51906,34.099802,63
35928328,270000,7/27/16,30326,Atlanta,3475 Oak Valley Rd NE APT 860,1992,1390,1391,2,2,-84.359252,33.850095,84
14465182,270000,6/18/16,30317,Atlanta,67 Daniel Ave NE,1947,8712,1420,1,3,-84.298309,33.753559,45
35920505,270000,8/19/16,30318,Atlanta,12 Valley Forge Pl NW,1979,1559,1560,2,3,-84.441518,33.823678,11
35942536,270000,6/4/16,30342,Atlanta,7 Ivy Sq NE,1972,1590,1588,2,2,-84.379977,33.857515,68
14445982,270000,11/4/16,30316,Atlanta,1158 Powell Ct SE,1962,0,1597,3,4,-84.342944,33.722668,22
69382899,270000,12/19/16,30312,Atlanta,655 Mead St SE UNIT 86,2004,0,1600,3,2,-84.366186,33.727576,39
14307039,270000,10/17/16,30080,Smyrna,2691 Mathews St SE,1950,17424,1636,2,3,-84.505165,33.887141,64
71759982,270000,12/30/16,30328,Atlanta,285 Le Gran Bnd,2005,1045,1648,3,2,-84.382625,33.918467,69
14361488,270000,10/26/16,30126,Mableton,1370 Vonda Ln SW,1989,39204,1684,3,4,-84.594077,33.821567,15
61953268,270000,4/3/17,30064,Marietta,935 Burnt Hickory Cir NW # 9,2002,9148,1726,2,3,-84.582664,33.954128,60
14574034,270000,4/18/16,30340,Doraville,3672 Pine St,1988,8712,1896,3,5,-84.273242,33.896802,47
70829565,270000,11/22/16,30316,Atlanta,1815 Streamview Dr SE,2006,8712,1991,3,3,-84.317062,33.717828,1
14570794,270000,7/2/16,30340,Doraville,3315 Romelie Dr,1965,43560,2024,2,4,-84.233709,33.88683,15
14571676,270000,10/31/16,30340,Doraville,3449 Chestnut Dr,1958,27000,2145,3,4,-84.275322,33.891981,48
14548434,270000,6/11/16,30084,Tucker,1862 Joppa Ln,1965,43560,2418,3,4,-84.233299,33.837279,25
14553973,270000,12/30/16,30084,Tucker,3667 Winbrooke Ln,1963,17424,2467,3,4,-84.238486,33.852955,14
69329204,270000,5/4/16,30126,Mableton,522 Vinings Oaks Run,2004,7405,2476,4,5,-84.540193,33.800391,6
2145609562,270000,5/13/16,30041,Cumming,2530 Gold Creek Ln,2007,0,2544,2,3,-84.1259,34.1592,6
69328217,270000,7/22/16,30126,Mableton,520 Vinings Oaks Run,2004,7405,2613,4,5,-84.540416,33.800391,6
97973434,270000,7/15/16,30126,Mableton,5956 Vinings Vintage Way,2014,7405,2623,3,5,-84.544503,33.801703,1
80158226,270000,9/2/16,30092,Norcross,3462 Lockmed Dr,2006,871,2637,3,3,-84.208955,33.97397,28
69331445,270000,7/6/16,30126,MABLETON,897 Bishops Run Ln,2005,10018,2710,2,4,-84.531833,33.794177,9
87681089,270000,10/28/16,30126,Mableton,664 King Sword Ct,2007,10018,2804,3,4,-84.535066,33.789439,8
60157174,270000,7/6/16,30339,Atlanta,2518 Longcourt Cir SE # 11,2000,1742,2817,4,4,-84.484034,33.834226,39
72587882,270000,6/14/16,30122,Lithia Springs,9116 Loxford St,2006,19950,2937,3,4,-84.598847,33.732358,0
58504698,270000,1/27/17,30253,McDonough,160 Orchard Park Dr,2000,43560,3451,4,4,-84.199466,33.487022,8
97980485,270000,6/8/16,30008,Marietta,580 Crosswinds Cir,2011,9148,3503,3,4,-84.57484,33.914061,28
69365712,269900,4/7/16,30312,Atlanta,747 Ralph Mcgill Blvd NE UNIT 132,2004,1237,1237,2,2,-84.360913,33.766577,62
98017038,269900,8/29/16,30328,Atlanta,331 Le Gran Bnd,2005,1045,1934,3,2,-84.378436,33.917316,73
14316463,269900,12/12/16,30339,Atlanta,3768 Paces Ferry West SE,1975,0,2964,4,3,-84.473244,33.861687,48
80427264,269900,6/30/16,30126,Mableton,672 King Sword Ct SE,2006,10018,3242,3,6,-84.53506,33.789785,5
69326935,269900,7/29/16,30126,MABLETON,1138 Silvergate Ln,2004,15246,3430,2,5,-84.591983,33.846917,16
79986132,269800,11/11/16,30346,Dunwoody,11 Perimeter Ctr E APT 1020,2006,0,1298,2,2,-84.334547,33.925563,59
14317849,269500,6/4/16,30067,Marietta,3019 Haverford Ln SE,1963,10497,2522,3,4,-84.464805,33.9368,11
70830388,269500,12/19/16,30316,Atlanta,1657 Boulder Walk Dr SE,2004,13068,2715,4,4,-84.326655,33.702219,8
92192224,269000,8/23/16,30308,Atlanta,855 Peachtree St NE UNIT 2106,2008,784,783,1,1,-84.384273,33.77802,93
69372719,269000,1/3/17,30309,Atlanta,923 Peachtree St NE UNIT 922,2003,849,849,1,1,-84.383646,33.780171,94
55019356,269000,1/31/17,30309,Atlanta,1101 Juniper St NE APT 227,1999,1072,1072,1,1,-84.381495,33.784862,90
14465089,269000,5/4/16,30317,Atlanta,2678 Memorial Dr SE,1920,8712,1268,2,2,-84.299295,33.747508,50
54450286,269000,9/23/16,30307,Atlanta,1634 Ponce De Leon Ave NE UNIT 503,1970,0,1350,2,2,-84.333848,33.775503,22
69372808,269000,3/31/17,30312,Atlanta,655 Mead St SE UNIT 80,2004,0,1617,3,2,-84.366186,33.727576,39
61951311,269000,9/16/16,30339,Atlanta,4100 Paces Walk SE UNIT 4305,2003,1742,1744,2,2,-84.480221,33.855486,20
14556130,269000,9/28/16,30084,Tucker,2420 Robert Nash Ct,1968,17424,1815,2,4,-84.232233,33.856667,6
14557175,269000,3/10/17,30345,Atlanta,2509 Shallowford Rd NE,1964,17424,2240,3,4,-84.285631,33.860899,49
14569152,269000,11/1/16,30340,Doraville,3243 Bolissa Dr,1963,26136,2544,3,5,-84.230449,33.884177,16
14787619,269000,4/27/16,30071,Peachtree Corners,3182 Monarch Pine Dr,1996,6534,3153,3,4,-84.203646,33.958991,44
97968554,269000,9/23/16,30008,Marietta,595 Crosswinds Cir,2011,10890,3504,3,4,-84.575564,33.914698,33
97977328,269000,11/16/16,30168,Austell,784 Wade Farm Dr,2015,7840,4013,3,4,-84.578332,33.787592,14
2095616718,268900,3/15/17,30328,Atlanta,179 Le Gran Ct,2004,0,1218,3,2,-84.383125,33.918739,69
35909865,268500,6/9/16,30318,Atlanta,728 Bellemeade Ave NW,1930,7771,1092,3,3,-84.412062,33.800061,68
2096554533,268280,10/14/16,30253,McDonough,263 Fenwick Cir,2016,0,2766,3,4,-84.199727,33.484955,21
121870493,268000,3/24/17,30040,Cumming,5910 Bond St STE 301,2007,0,1320,3,2,-84.220328,34.181101,34
55017357,268000,10/19/16,30324,Atlanta,3047 Lenox Rd NE APT 1204,1999,0,1516,2,2,-84.356311,33.83811,39
89577701,268000,4/6/17,30080,Smyrna,2223 Millhaven St SE,2008,0,1814,3,4,-84.490532,33.835763,41
2097703218,268000,9/16/16,30152,Kennesaw,5227 Stone Village Cir NW,2006,0,1873,2,2,-84.70298,33.993854,34
90168517,268000,11/23/16,30092,Norcross,3422 Willow Oak Dr,2008,0,2390,3,3,-84.22191,33.957803,21
80153865,268000,7/18/16,30096,Duluth,3615 Parkridge Ln,2004,2613,2424,3,4,-84.148734,34.002734,52
80429088,268000,7/6/16,30126,Mableton,378 Vinings Vintage Cir,2006,7405,2964,3,5,-84.54459,33.802309,1
80163576,267900,6/28/16,30096,Duluth,3635 Ridge Towne Dr,2004,2614,2880,4,3,-84.149368,34.003558,12
82632917,267500,3/24/17,30312,Atlanta,170 Boulevard SE APT H218,2006,0,994,1,1,-84.368791,33.751109,85
70834620,267500,9/23/16,30030,Decatur,335 W Ponce De Leon Ave UNIT 513,2005,14592600,1002,1,2,-84.301524,33.776034,91
79987819,267500,11/30/16,30346,Dunwoody,11 Perimeter Ctr E APT 1113,2006,0,1298,2,2,-84.334984,33.925664,59
70833011,267500,6/21/16,30307,Atlanta,195 Arizona Ave NE UNIT 167,2003,0,1387,2,2,-84.330674,33.759198,68
89576285,267500,5/12/16,30339,Atlanta,3621 Vinings Slope SE UNIT 3210,2008,871,1410,2,2,-84.472327,33.862793,60
35935930,267500,11/17/16,30324,Atlanta,27201 Plantation Dr NE,1980,0,1820,2,3,-84.356189,33.835269,37
2104917956,267500,6/6/16,30082,Smyrna,625 Aunt Lucy Ln SW STE 18,2013,0,1831,2,3,-84.572799,33.857997,18
14445985,267500,9/13/16,30316,Atlanta,1180 Powell Ct SE,1961,13068,2144,2,3,-84.342105,33.722656,40
35900998,267200,8/22/16,30309,Atlanta,2222 Peachtree Rd NW APT C3,1938,1433,1433,2,2,-84.392065,33.815344,78
71759185,267000,6/24/16,30308,Atlanta,860 Peachtree St NE UNIT 1704,2005,876,877,1,1,-84.384538,33.778157,93
112431830,267000,9/16/16,30363,Atlanta,270 17th St NW UNIT 906,2009,1050,1049,1,1,-84.397552,33.790791,81
65469829,267000,6/23/16,30309,Atlanta,1735 Peachtree St NE UNIT 516,2000,1693,1693,2,2,-84.390511,33.801293,58
14318424,267000,6/24/16,30339,Atlanta,3126 Vinings Ridge Dr SE,1981,0,1758,2,2,-84.463747,33.868967,68
87825447,267000,3/30/17,30005,Alpharetta,5265 Donehoo Ct,2007,0,2045,3,3,-84.20391,34.093864,34
14309828,267000,6/21/16,30080,Smyrna,2530 Oakwood Way SE,1990,0,2228,4,3,-84.494946,33.877571,26
71117422,267000,7/15/16,30126,MABLETON,321 Vinings Vintage Cir,2005,10018,2721,3,5,-84.541939,33.801129,4
72580942,266400,8/16/16,30122,Lithia Springs,9156 Dover St,2016,9600,3054,2,4,-84.604705,33.729969,0
55018947,266000,1/17/17,30305,Atlanta,3235 Roswell Rd NE UNIT 612,1999,1037,1035,1,1,-84.379024,33.843474,88
122726288,266000,1/16/17,30309,Atlanta,215 Semel Dr NW UNIT 446,2013,0,1281,3,2,-84.400521,33.802743,41
98014836,266000,8/23/16,30041,Cumming,2520 Callaway Ct,2007,1568,1454,2,3,-84.17333,34.105324,33
65457765,266000,2/7/17,30022,Alpharetta,15104 Harvest Ridge Ln # 15,2000,0,1500,2,3,-84.226402,34.043248,55
2126900581,266000,2/1/17,30080,Smyrna,2383 Millhaven St SE,2010,0,1827,3,3,-84.488937,33.835731,25
71759402,266000,5/23/16,30022,Alpharetta,10832 Ellicot Way,2005,1742,2000,3,3,-84.219579,34.045223,51
2096188207,266000,1/31/17,30080,Smyrna,2436 Whiteoak Run SE,2014,0,2004,3,3,-84.4862,33.8346,34
80145174,266000,3/31/17,30092,Norcross,3243 Greenwood Oak Dr,2005,0,2226,4,3,-84.222458,33.959203,21
55019480,265875,6/15/16,30309,Atlanta,1101 Juniper St NE APT 723,1999,1167,1169,2,2,-84.381495,33.784862,90
2097041916,265589,2/27/17,30126,Mableton,6529 Bennington Bluff Ct,2016,0,2236,4,3,-84.529925,33.791489,4
14550477,265500,7/13/16,30319,Brookhaven,1273 Druid Knoll Dr NE,1974,96,1652,2,3,-84.339115,33.841749,20
89579349,265500,7/9/16,30067,Marietta,2841 Seneca Creek Ln SE # 3,2008,871,2038,3,3,-84.473034,33.927599,54
81822466,265270,9/30/16,30122,Lithia Springs,9163 Dover St,2016,21780,3026,4,5,-84.605676,33.729215,0
14678247,265100,10/26/16,30022,Alpharetta,225 Ridge Point Ct,1990,6098,2127,3,3,-84.269476,34.001716,3
61888548,265000,2/28/17,30309,Atlanta,266 11th St NE UNIT 207,1911,770,770,1,1,-84.381397,33.783025,92
35894287,265000,2/27/17,30305,Atlanta,93 Sheridan Dr NE APT 2,1997,871,900,1,2,-84.380712,33.831636,63
82612488,265000,12/27/16,30312,Atlanta,170 Boulevard SE APT H309,2006,906,905,1,1,-84.368791,33.751109,85
70835824,265000,9/29/16,30030,Decatur,335 W Ponce De Leon Ave UNIT 313,2005,0,1002,1,2,-84.301524,33.776034,91
69378844,265000,9/7/16,30312,Atlanta,572 Edgewood Ave SE UNIT 305,2004,1085,1086,1,1,-84.368442,33.75558,93
65468631,265000,3/8/17,30309,Atlanta,1074 Peachtree Walk NE UNIT B106,1996,0,1119,2,2,-84.385899,33.783981,91
121352357,265000,6/3/16,30309,Atlanta,215 Semel Dr NW UNIT 455,2012,1141,1140,2,2,-84.400521,33.802743,41
112431854,265000,7/27/16,30339,Atlanta,200 River Vista Dr UNIT 610,2010,1198,1198,2,2,-84.438369,33.90184,20
122726123,265000,5/27/16,30309,Atlanta,215 Semel Dr NW UNIT 449,2013,42689,1281,3,2,-84.400521,33.802743,41
88810822,265000,6/10/16,30309,Atlanta,220 Semel Cir NW UNIT 164,2007,42689,1284,3,2,-84.400161,33.801938,41
35901264,265000,5/27/16,30309,Atlanta,2260 Peachtree Rd NW APT B6,1920,1298,1300,1,2,-84.391377,33.816289,78
89579857,265000,6/30/16,30339,Atlanta,3621 Vinings Slope SE UNIT 3507,2008,1307,1363,2,2,-84.472327,33.862793,60
70835764,265000,3/14/17,30002,Avondale Est,2894 Washington St APT A,2004,1307,1400,2,2,-84.271573,33.777436,63
61924973,265000,8/26/16,30338,Dunwoody,224 Ashford Cir,2000,4356,1428,2,3,-84.335381,33.942231,47
14543583,265000,1/13/17,30329,Atlanta,1991 Woodbine Ter NE,1956,34848,1449,2,3,-84.307586,33.835096,45
14667543,265000,3/14/17,30076,Roswell,350 Crossville Ct,1965,18252,1476,2,3,-84.350287,34.041745,48
2097437895,265000,9/15/16,30033,Decatur,2877 Concord Dr # 0,1960,17424,1489,1,3,-84.271377,33.806259,48
35942511,265000,1/31/17,30342,Atlanta,37 Ivy Gates NE,1972,0,1588,2,2,-84.379976,33.857514,68
61953250,265000,9/20/16,30064,Marietta,956 Burnt Hickory Cir NW # 1,2002,9148,1593,2,2,-84.583731,33.954558,58
65442409,265000,7/25/16,30318,Atlanta,2607 Forrest Ave NW,2000,20037,1680,2,3,-84.473111,33.81386,39
2099282629,265000,6/20/16,30339,Vinings,4805 Ivy Ridge Dr SE UNIT 305,2002,0,1688,2,2,-84.4846,33.8424,47
87676872,265000,7/7/16,30152,Kennesaw,5248 Stone Village Cir NW # 12,2005,2178,1712,2,2,-84.703643,33.994459,34
87685812,265000,2/8/17,30152,Kennesaw,5216 Stone Village Cir NW,2005,2178,1712,2,2,-84.702392,33.99414,38
2144406866,265000,6/30/16,30152,Kennesaw,5248 Stone Village Cir NW,2005,0,1712,2,2,-84.703643,33.994457,34
2096649579,265000,12/19/16,30152,Kennesaw,5288 Stone Village Cir NW,2006,0,1712,2,2,-84.70314,33.993412,31
14445436,265000,3/31/17,30316,Atlanta,1975 Brannen Rd SE,1952,17424,1717,2,3,-84.32433,33.715898,19
65465130,265000,4/12/16,30324,Atlanta,2921 Lenox Rd NE APT 403,1987,1721,1720,2,2,-84.356021,33.832583,43
102980150,265000,7/6/16,30041,Cumming,2691 Grapevine Cir # 1304,2009,0,1741,2,2,-84.122004,34.172411,16
35939904,265000,6/29/16,30328,Atlanta,51 Forrest Pl,1980,1786,1785,3,3,-84.385981,33.918268,65
2103509134,265000,1/19/17,30080,Smyrna,4911 Seldon Way SE # 4911,2011,0,1827,4,4,-84.491729,33.835803,42
99890415,265000,3/2/17,30080,Smyrna,2494 Natoma Ct SE # 12,2009,0,1864,4,3,-84.489024,33.836389,28
2141019421,265000,7/25/16,30152,Kennesaw,5283 Stone Village Cir NW,2005,0,1873,2,2,-84.703292,33.993736,31
89578708,265000,12/23/16,30080,Smyrna,2451 Natoma Ct SE # 9,2008,871,1890,4,4,-84.489564,33.836519,28
